drug,year,age,gender,geography,prevalens pr 1000,ddd
Kolesterolsenkende midler,2015,60,M,Helseregion Vest,267.569,4593771
Kolesterolsenkende midler,2015,65,F,Hele landet,300.264,17525150
Kolesterolsenkende midler,2015,65,F,Helseregion Midt-Norge,280.531,2267035.250
Kolesterolsenkende midler,2015,65,F,Helseregion Nord-Norge,302.948,1586912.625
Kolesterolsenkende midler,2015,65,F,Helseregion Sør-Øst,306.339,10173771
Kolesterolsenkende midler,2015,65,F,Helseregion Vest,295.087,3497431.250
Kolesterolsenkende midler,2015,65,M,Hele landet,365.847,26611348
Kolesterolsenkende midler,2015,65,M,Helseregion Midt-Norge,340.816,3455766.500
Kolesterolsenkende midler,2015,65,M,Helseregion Nord-Norge,360.994,2357901.500
Kolesterolsenkende midler,2015,65,M,Helseregion Sør-Øst,375.855,15181051
Kolesterolsenkende midler,2015,65,M,Helseregion Vest,358.027,5616629
Kolesterolsenkende midler,2015,70,F,Hele landet,370.893,16892820
Kolesterolsenkende midler,2015,70,F,Helseregion Midt-Norge,354.461,2282252.500
Kolesterolsenkende midler,2015,70,F,Helseregion Nord-Norge,373.326,1541519.125
Kolesterolsenkende midler,2015,70,F,Helseregion Sør-Øst,373.688,9648521
Kolesterolsenkende midler,2015,70,F,Helseregion Vest,373.714,3420526.500
Kolesterolsenkende midler,2015,70,M,Hele landet,434.656,22519648
Kolesterolsenkende midler,2015,70,M,Helseregion Midt-Norge,412.263,3052829.750
Kolesterolsenkende midler,2015,70,M,Helseregion Nord-Norge,440.729,2081883.125
Kolesterolsenkende midler,2015,70,M,Helseregion Sør-Øst,438.771,12710793
Kolesterolsenkende midler,2015,70,M,Helseregion Vest,436.592,4674141.500
Kolesterolsenkende midler,2015,75,F,Hele landet,409.220,12978207
Kolesterolsenkende midler,2015,75,F,Helseregion Midt-Norge,391.253,1683530.875
Kolesterolsenkende midler,2015,75,F,Helseregion Nord-Norge,418.397,1198564.750
Kolesterolsenkende midler,2015,75,F,Helseregion Sør-Øst,410.108,7351501
Kolesterolsenkende midler,2015,75,F,Helseregion Vest,414.634,2744610.500
Kolesterolsenkende midler,2015,75,M,Hele landet,470.876,14982014
Kolesterolsenkende midler,2015,75,M,Helseregion Midt-Norge,449.034,2001187.125
Kolesterolsenkende midler,2015,75,M,Helseregion Nord-Norge,472.008,1395633.125
Kolesterolsenkende midler,2015,75,M,Helseregion Sør-Øst,476.503,8437845
Kolesterolsenkende midler,2015,75,M,Helseregion Vest,470.467,3147349
Kolesterolsenkende midler,2015,80,F,Hele landet,396.371,9290565
Kolesterolsenkende midler,2015,80,F,Helseregion Midt-Norge,377.895,1268203.625
Kolesterolsenkende midler,2015,80,F,Helseregion Nord-Norge,393.566,826100.312
Kolesterolsenkende midler,2015,80,F,Helseregion Sør-Øst,399.832,5155883
Kolesterolsenkende midler,2015,80,F,Helseregion Vest,401.657,2040378.500
Kolesterolsenkende midler,2015,80,M,Hele landet,473.604,9201872
Kolesterolsenkende midler,2015,80,M,Helseregion Midt-Norge,456.445,1268963.500
Kolesterolsenkende midler,2015,80,M,Helseregion Nord-Norge,458.387,744759.875
Kolesterolsenkende midler,2015,80,M,Helseregion Sør-Øst,478.235,5130579
Kolesterolsenkende midler,2015,80,M,Helseregion Vest,481.714,2057569.375
Kolesterolsenkende midler,2015,85,F,Hele landet,314.924,5267136
Kolesterolsenkende midler,2015,85,F,Helseregion Midt-Norge,298.418,747460.625
Kolesterolsenkende midler,2015,85,F,Helseregion Nord-Norge,288.785,413142.906
Kolesterolsenkende midler,2015,85,F,Helseregion Sør-Øst,320.484,2953063.500
Kolesterolsenkende midler,2015,85,F,Helseregion Vest,325.118,1153468.750
Kolesterolsenkende midler,2015,85,M,Hele landet,410.533,4473489
Kolesterolsenkende midler,2015,85,M,Helseregion Midt-Norge,389.407,635453.500
Kolesterolsenkende midler,2015,85,M,Helseregion Nord-Norge,393.796,365018.344
Kolesterolsenkende midler,2015,85,M,Helseregion Sør-Øst,408.577,2405203
Kolesterolsenkende midler,2015,85,M,Helseregion Vest,440.416,1067814.250
Kolesterolsenkende midler,2015,90,F,Hele landet,158.503,1740767.375
Kolesterolsenkende midler,2015,90,F,Helseregion Midt-Norge,129.700,207896.953
Kolesterolsenkende midler,2015,90,F,Helseregion Nord-Norge,125.870,111433.531
Kolesterolsenkende midler,2015,90,F,Helseregion Sør-Øst,165.954,997963.250
Kolesterolsenkende midler,2015,90,F,Helseregion Vest,173.767,423473.688
Kolesterolsenkende midler,2015,90,M,Hele landet,261.263,1204122.750
Kolesterolsenkende midler,2015,90,M,Helseregion Midt-Norge,227.273,158009.828
Kolesterolsenkende midler,2015,90,M,Helseregion Nord-Norge,244.574,89408.336
Kolesterolsenkende midler,2015,90,M,Helseregion Sør-Øst,265.245,666063
Kolesterolsenkende midler,2015,90,M,Helseregion Vest,281.783,290641.531
Kolesterolsenkende midler,2016,Alle,F,Hele landet,94.711,98155336
Kolesterolsenkende midler,2016,Alle,F,Helseregion Midt-Norge,89.795,12674107
Kolesterolsenkende midler,2016,Alle,F,Helseregion Nord-Norge,99.692,8438540
Kolesterolsenkende midler,2016,Alle,F,Helseregion Sør-Øst,97.944,56857392
Kolesterolsenkende midler,2016,Alle,F,Helseregion Vest,86.968,20185292
Kolesterolsenkende midler,2016,Alle,M,Hele landet,113.810,147616960
Kolesterolsenkende midler,2016,Alle,M,Helseregion Midt-Norge,106.887,19148350
Kolesterolsenkende midler,2016,Alle,M,Helseregion Nord-Norge,122.186,12833930
Kolesterolsenkende midler,2016,Alle,M,Helseregion Sør-Øst,117.366,83929144
Kolesterolsenkende midler,2016,Alle,M,Helseregion Vest,105.284,31705540
Kolesterolsenkende midler,2016,0,F,Hele landet,,
Kolesterolsenkende midler,2016,0,F,Helseregion Midt-Norge,0,0
Kolesterolsenkende midler,2016,0,F,Helseregion Nord-Norge,0,0
Kolesterolsenkende midler,2016,0,F,Helseregion Sør-Øst,,
Kolesterolsenkende midler,2016,0,F,Helseregion Vest,0,0
Kolesterolsenkende midler,2016,0,M,Hele landet,,
Kolesterolsenkende midler,2016,0,M,Helseregion Midt-Norge,,
Kolesterolsenkende midler,2016,0,M,Helseregion Nord-Norge,,
Kolesterolsenkende midler,2016,0,M,Helseregion Sør-Øst,0,0
Kolesterolsenkende midler,2016,0,M,Helseregion Vest,,
Kolesterolsenkende midler,2016,5,F,Hele landet,0.083,2443.476
Kolesterolsenkende midler,2016,5,F,Helseregion Midt-Norge,,
Kolesterolsenkende midler,2016,5,F,Helseregion Nord-Norge,0,0
Kolesterolsenkende midler,2016,5,F,Helseregion Sør-Øst,0.092,807.143
Kolesterolsenkende midler,2016,5,F,Helseregion Vest,,
Kolesterolsenkende midler,2016,5,M,Hele landet,0.103,3571.500
Kolesterolsenkende midler,2016,5,M,Helseregion Midt-Norge,,
Kolesterolsenkende midler,2016,5,M,Helseregion Nord-Norge,,
Kolesterolsenkende midler,2016,5,M,Helseregion Sør-Øst,0.153,3000
Kolesterolsenkende midler,2016,5,M,Helseregion Vest,0,0
Kolesterolsenkende midler,2016,10,F,Hele landet,0.501,19132.334
Kolesterolsenkende midler,2016,10,F,Helseregion Midt-Norge,,
Kolesterolsenkende midler,2016,10,F,Helseregion Nord-Norge,,
Kolesterolsenkende midler,2016,10,F,Helseregion Sør-Øst,0.584,13423
Kolesterolsenkende midler,2016,10,F,Helseregion Vest,0.625,4844
Kolesterolsenkende midler,2016,10,M,Hele landet,0.618,21733.785
Kolesterolsenkende midler,2016,10,M,Helseregion Midt-Norge,,
Kolesterolsenkende midler,2016,10,M,Helseregion Nord-Norge,0.351,988.667
Kolesterolsenkende midler,2016,10,M,Helseregion Sør-Øst,0.673,13320.500
Kolesterolsenkende midler,2016,10,M,Helseregion Vest,0.892,7009.286
Kolesterolsenkende midler,2016,15,F,Hele landet,1.360,51565.168
Kolesterolsenkende midler,2016,15,F,Helseregion Midt-Norge,0.954,4953.833
Kolesterolsenkende midler,2016,15,F,Helseregion Nord-Norge,0.873,3919.857
Kolesterolsenkende midler,2016,15,F,Helseregion Sør-Øst,1.446,30545.809
Kolesterolsenkende midler,2016,15,F,Helseregion Vest,1.619,12145.667
Kolesterolsenkende midler,2016,15,M,Hele landet,1.075,49256.691
Kolesterolsenkende midler,2016,15,M,Helseregion Midt-Norge,0.635,5078.190
Kolesterolsenkende midler,2016,15,M,Helseregion Nord-Norge,0.736,2281
Kolesterolsenkende midler,2016,15,M,Helseregion Sør-Øst,1.108,26015.215
Kolesterolsenkende midler,2016,15,M,Helseregion Vest,1.431,15882.285
Kolesterolsenkende midler,2016,20,F,Hele landet,2.202,123542.047
Kolesterolsenkende midler,2016,20,F,Helseregion Midt-Norge,1.293,9833.452
Kolesterolsenkende midler,2016,20,F,Helseregion Nord-Norge,1.661,6292.547
Kolesterolsenkende midler,2016,20,F,Helseregion Sør-Øst,2.448,72757.742
Kolesterolsenkende midler,2016,20,F,Helseregion Vest,2.434,34658.309
Kolesterolsenkende midler,2016,20,M,Hele landet,1.945,112758.836
Kolesterolsenkende midler,2016,20,M,Helseregion Midt-Norge,1.377,12436.357
Kolesterolsenkende midler,2016,20,M,Helseregion Nord-Norge,1.012,4993.667
Kolesterolsenkende midler,2016,20,M,Helseregion Sør-Øst,2.210,61856.570
Kolesterolsenkende midler,2016,20,M,Helseregion Vest,2.117,33472.238
Kolesterolsenkende midler,2016,25,F,Hele landet,3.264,193012.828
Kolesterolsenkende midler,2016,25,F,Helseregion Midt-Norge,2.326,18823.977
Kolesterolsenkende midler,2016,25,F,Helseregion Nord-Norge,2.136,7918.667
Kolesterolsenkende midler,2016,25,F,Helseregion Sør-Øst,3.392,111472.547
Kolesterolsenkende midler,2016,25,F,Helseregion Vest,3.954,54797.641
Kolesterolsenkende midler,2016,25,M,Hele landet,4.190,273485.312
Kolesterolsenkende midler,2016,25,M,Helseregion Midt-Norge,2.916,27292.047
Kolesterolsenkende midler,2016,25,M,Helseregion Nord-Norge,3.559,17649.316
Kolesterolsenkende midler,2016,25,M,Helseregion Sør-Øst,4.543,157210.797
Kolesterolsenkende midler,2016,25,M,Helseregion Vest,4.394,71333.164
Kolesterolsenkende midler,2016,30,F,Hele landet,4.118,231519.906
Kolesterolsenkende midler,2016,30,F,Helseregion Midt-Norge,3.012,21620.523
Kolesterolsenkende midler,2016,30,F,Helseregion Nord-Norge,3.493,12841.500
Kolesterolsenkende midler,2016,30,F,Helseregion Sør-Øst,4.585,142662.953
Kolesterolsenkende midler,2016,30,F,Helseregion Vest,3.761,54394.930
Kolesterolsenkende midler,2016,30,M,Hele landet,8.674,565686.188
Kolesterolsenkende midler,2016,30,M,Helseregion Midt-Norge,5.765,58564.406
Kolesterolsenkende midler,2016,30,M,Helseregion Nord-Norge,7.729,41158.355
Kolesterolsenkende midler,2016,30,M,Helseregion Sør-Øst,9.579,329241.281
Kolesterolsenkende midler,2016,30,M,Helseregion Vest,8.465,136722.141
Kolesterolsenkende midler,2016,35,F,Hele landet,7.874,433726.781
Kolesterolsenkende midler,2016,35,F,Helseregion Midt-Norge,6.256,37615.520
Kolesterolsenkende midler,2016,35,F,Helseregion Nord-Norge,7.325,31513.357
Kolesterolsenkende midler,2016,35,F,Helseregion Sør-Øst,8.327,263195.750
Kolesterolsenkende midler,2016,35,F,Helseregion Vest,7.796,101402.156
Kolesterolsenkende midler,2016,35,M,Hele landet,18.186,1286509.750
Kolesterolsenkende midler,2016,35,M,Helseregion Midt-Norge,14.526,130908.500
Kolesterolsenkende midler,2016,35,M,Helseregion Nord-Norge,15.658,74731.141
Kolesterolsenkende midler,2016,35,M,Helseregion Sør-Øst,19.485,766510.312
Kolesterolsenkende midler,2016,35,M,Helseregion Vest,17.900,314359.781
Kolesterolsenkende midler,2016,40,F,Hele landet,17.862,1127155
Kolesterolsenkende midler,2016,40,F,Helseregion Midt-Norge,14.461,113458.445
Kolesterolsenkende midler,2016,40,F,Helseregion Nord-Norge,18.183,88587.188
Kolesterolsenkende midler,2016,40,F,Helseregion Sør-Øst,19.130,710931.438
Kolesterolsenkende midler,2016,40,F,Helseregion Vest,16.213,214177.984
Kolesterolsenkende midler,2016,40,M,Hele landet,40.525,3150846.250
Kolesterolsenkende midler,2016,40,M,Helseregion Midt-Norge,32.928,360588.344
Kolesterolsenkende midler,2016,40,M,Helseregion Nord-Norge,41.806,258525.609
Kolesterolsenkende midler,2016,40,M,Helseregion Sør-Øst,43.158,1868992.750
Kolesterolsenkende midler,2016,40,M,Helseregion Vest,37.518,662739.500
Kolesterolsenkende midler,2016,45,F,Hele landet,38.859,2691654.500
Kolesterolsenkende midler,2016,45,F,Helseregion Midt-Norge,30.198,296009.594
Kolesterolsenkende midler,2016,45,F,Helseregion Nord-Norge,42.199,240560.734
Kolesterolsenkende midler,2016,45,F,Helseregion Sør-Øst,41.176,1593753.625
Kolesterolsenkende midler,2016,45,F,Helseregion Vest,36.452,561330.562
Kolesterolsenkende midler,2016,45,M,Hele landet,77.946,6880295.500
Kolesterolsenkende midler,2016,45,M,Helseregion Midt-Norge,63.351,776987.438
Kolesterolsenkende midler,2016,45,M,Helseregion Nord-Norge,81.748,614400.750
Kolesterolsenkende midler,2016,45,M,Helseregion Sør-Øst,81.709,3980995.500
Kolesterolsenkende midler,2016,45,M,Helseregion Vest,75.238,1507911.750
Kolesterolsenkende midler,2016,50,F,Hele landet,77.792,5101568.500
Kolesterolsenkende midler,2016,50,F,Helseregion Midt-Norge,66.307,590204.688
Kolesterolsenkende midler,2016,50,F,Helseregion Nord-Norge,80.727,468423.438
Kolesterolsenkende midler,2016,50,F,Helseregion Sør-Øst,82.354,3041381.750
Kolesterolsenkende midler,2016,50,F,Helseregion Vest,70.784,1001558.750
Kolesterolsenkende midler,2016,50,M,Hele landet,132.401,11964977
Kolesterolsenkende midler,2016,50,M,Helseregion Midt-Norge,112.047,1406746.375
Kolesterolsenkende midler,2016,50,M,Helseregion Nord-Norge,135.143,1001206.938
Kolesterolsenkende midler,2016,50,M,Helseregion Sør-Øst,138.470,6940782.500
Kolesterolsenkende midler,2016,50,M,Helseregion Vest,127.614,2616241.250
Kolesterolsenkende midler,2016,55,F,Hele landet,139.301,8708311
Kolesterolsenkende midler,2016,55,F,Helseregion Midt-Norge,120.047,1042976.188
Kolesterolsenkende midler,2016,55,F,Helseregion Nord-Norge,140.050,716244.875
Kolesterolsenkende midler,2016,55,F,Helseregion Sør-Øst,147.315,5221429
Kolesterolsenkende midler,2016,55,F,Helseregion Vest,129.240,1727661
Kolesterolsenkende midler,2016,55,M,Hele landet,199.895,16860174
Kolesterolsenkende midler,2016,55,M,Helseregion Midt-Norge,174.510,2044415.125
Kolesterolsenkende midler,2016,55,M,Helseregion Nord-Norge,197.707,1390246.125
Kolesterolsenkende midler,2016,55,M,Helseregion Sør-Øst,208.534,9752829
Kolesterolsenkende midler,2016,55,M,Helseregion Vest,194.239,3672683.750
Kolesterolsenkende midler,2016,60,F,Hele landet,217.185,13344294
Kolesterolsenkende midler,2016,60,F,Helseregion Midt-Norge,197.098,1722400
Kolesterolsenkende midler,2016,60,F,Helseregion Nord-Norge,208.644,1113604.750
Kolesterolsenkende midler,2016,60,F,Helseregion Sør-Øst,226.301,7775557
Kolesterolsenkende midler,2016,60,F,Helseregion Vest,210.097,2732732.500
Kolesterolsenkende midler,2016,60,M,Hele landet,282.344,22425118
Kolesterolsenkende midler,2016,60,M,Helseregion Midt-Norge,251.103,2843275.500
Kolesterolsenkende midler,2016,60,M,Helseregion Nord-Norge,276.986,2004748.875
Kolesterolsenkende midler,2016,60,M,Helseregion Sør-Øst,294.118,12706485
Kolesterolsenkende midler,2016,60,M,Helseregion Vest,275.222,4870607.500
Kolesterolsenkende midler,2016,65,F,Hele landet,300.009,17138006
Kolesterolsenkende midler,2016,65,F,Helseregion Midt-Norge,277.054,2221899.250
Kolesterolsenkende midler,2016,65,F,Helseregion Nord-Norge,292.916,1506177.125
Kolesterolsenkende midler,2016,65,F,Helseregion Sør-Øst,308.917,9959522
Kolesterolsenkende midler,2016,65,F,Helseregion Vest,294.281,3450406.750
Kolesterolsenkende midler,2016,65,M,Hele landet,368.647,26579342
Kolesterolsenkende midler,2016,65,M,Helseregion Midt-Norge,344.181,3567222.750
Kolesterolsenkende midler,2016,65,M,Helseregion Nord-Norge,359.493,2387747.500
Kolesterolsenkende midler,2016,65,M,Helseregion Sør-Øst,380.531,15031806
Kolesterolsenkende midler,2016,65,M,Helseregion Vest,358.157,5592566
Kolesterolsenkende midler,2016,70,F,Hele landet,370.405,18490886
Kolesterolsenkende midler,2016,70,F,Helseregion Midt-Norge,351.541,2463939.750
Kolesterolsenkende midler,2016,70,F,Helseregion Nord-Norge,363.706,1628927.750
Kolesterolsenkende midler,2016,70,F,Helseregion Sør-Øst,376.548,10748589
Kolesterolsenkende midler,2016,70,F,Helseregion Vest,369.291,3649428.250
Kolesterolsenkende midler,2016,70,M,Hele landet,440.698,25618222
Kolesterolsenkende midler,2016,70,M,Helseregion Midt-Norge,414.716,3473350.750
Kolesterolsenkende midler,2016,70,M,Helseregion Nord-Norge,439.047,2232481.750
Kolesterolsenkende midler,2016,70,M,Helseregion Sør-Øst,447.160,14621168
Kolesterolsenkende midler,2016,70,M,Helseregion Vest,442.137,5291221.500
Kolesterolsenkende midler,2016,75,F,Hele landet,413.954,13571207
Kolesterolsenkende midler,2016,75,F,Helseregion Midt-Norge,393.264,1845009.500
Kolesterolsenkende midler,2016,75,F,Helseregion Nord-Norge,412.390,1219673.125
Kolesterolsenkende midler,2016,75,F,Helseregion Sør-Øst,417.759,7644054.500
Kolesterolsenkende midler,2016,75,F,Helseregion Vest,418.572,2862469.500
Kolesterolsenkende midler,2016,75,M,Hele landet,477.498,15927974
Kolesterolsenkende midler,2016,75,M,Helseregion Midt-Norge,455.072,2209782.250
Kolesterolsenkende midler,2016,75,M,Helseregion Nord-Norge,478.289,1505246.500
Kolesterolsenkende midler,2016,75,M,Helseregion Sør-Øst,483.185,8896185
Kolesterolsenkende midler,2016,75,M,Helseregion Vest,477.868,3316760.750
Kolesterolsenkende midler,2016,80,F,Hele landet,402.410,9521215
Kolesterolsenkende midler,2016,80,F,Helseregion Midt-Norge,377.763,1266024
Kolesterolsenkende midler,2016,80,F,Helseregion Nord-Norge,389.869,844585.250
Kolesterolsenkende midler,2016,80,F,Helseregion Sør-Øst,407.977,5342555
Kolesterolsenkende midler,2016,80,F,Helseregion Vest,411.269,2068050.625
Kolesterolsenkende midler,2016,80,M,Hele landet,481.863,9718459
Kolesterolsenkende midler,2016,80,M,Helseregion Midt-Norge,469.526,1369471
Kolesterolsenkende midler,2016,80,M,Helseregion Nord-Norge,455.556,814268.875
Kolesterolsenkende midler,2016,80,M,Helseregion Sør-Øst,487.032,5373799
Kolesterolsenkende midler,2016,80,M,Helseregion Vest,490.655,2160920
Kolesterolsenkende midler,2016,85,F,Hele landet,324.395,5515311.500
Kolesterolsenkende midler,2016,85,F,Helseregion Midt-Norge,305.145,765149.875
Kolesterolsenkende midler,2016,85,F,Helseregion Nord-Norge,298.682,438578.656
Kolesterolsenkende midler,2016,85,F,Helseregion Sør-Øst,330.661,3091578.500
Kolesterolsenkende midler,2016,85,F,Helseregion Vest,334.256,1220004.500
Kolesterolsenkende midler,2016,85,M,Hele landet,428.840,4867766.500
Kolesterolsenkende midler,2016,85,M,Helseregion Midt-Norge,414.550,693877.562
Kolesterolsenkende midler,2016,85,M,Helseregion Nord-Norge,404.917,388575.188
Kolesterolsenkende midler,2016,85,M,Helseregion Sør-Øst,428.286,2660949.500
Kolesterolsenkende midler,2016,85,M,Helseregion Vest,453.200,1124364.500
Kolesterolsenkende midler,2016,90,F,Hele landet,167.350,1890725.625
Kolesterolsenkende midler,2016,90,F,Helseregion Midt-Norge,148.225,252028.062
Kolesterolsenkende midler,2016,90,F,Helseregion Nord-Norge,127.436,110424.961
Kolesterolsenkende midler,2016,90,F,Helseregion Sør-Øst,176.314,1093118.250
Kolesterolsenkende midler,2016,90,F,Helseregion Vest,175.263,435154.344
Kolesterolsenkende midler,2016,90,M,Hele landet,272.043,1310605.250
Kolesterolsenkende midler,2016,90,M,Helseregion Midt-Norge,241.722,167452.203
Kolesterolsenkende midler,2016,90,M,Helseregion Nord-Norge,249.397,94429.594
Kolesterolsenkende midler,2016,90,M,Helseregion Sør-Øst,278.072,737994.062
Kolesterolsenkende midler,2016,90,M,Helseregion Vest,287.329,310729.438
Potensmidler,2004,Alle,F,Hele landet,0.090,5849.333
Potensmidler,2004,Alle,F,Helseregion Midt-Norge,0.043,360
Potensmidler,2004,Alle,F,Helseregion Nord-Norge,0.083,1781.333
Potensmidler,2004,Alle,F,Helseregion Sør-Øst,0.107,2698
Potensmidler,2004,Alle,F,Helseregion Vest,0.078,1010
Potensmidler,2004,Alle,M,Hele landet,24.808,1950219.625
Potensmidler,2004,Alle,M,Helseregion Midt-Norge,21.570,226833.297
Potensmidler,2004,Alle,M,Helseregion Nord-Norge,22.980,173331.203
Potensmidler,2004,Alle,M,Helseregion Sør-Øst,27.607,1224490
Potensmidler,2004,Alle,M,Helseregion Vest,20.493,325565.219
Potensmidler,2004,0,F,Hele landet,0,0
Potensmidler,2004,0,F,Helseregion Midt-Norge,0,0
Potensmidler,2004,0,F,Helseregion Nord-Norge,0,0
Potensmidler,2004,0,F,Helseregion Sør-Øst,0,0
Potensmidler,2004,0,F,Helseregion Vest,0,0
Potensmidler,2004,0,M,Hele landet,0,0
Potensmidler,2004,0,M,Helseregion Midt-Norge,0,0
Potensmidler,2004,0,M,Helseregion Nord-Norge,0,0
Potensmidler,2004,0,M,Helseregion Sør-Øst,0,0
Potensmidler,2004,0,M,Helseregion Vest,0,0
Potensmidler,2004,5,F,Hele landet,0,0
Potensmidler,2004,5,F,Helseregion Midt-Norge,0,0
Potensmidler,2004,5,F,Helseregion Nord-Norge,0,0
Potensmidler,2004,5,F,Helseregion Sør-Øst,0,0
Potensmidler,2004,5,F,Helseregion Vest,0,0
Potensmidler,2004,5,M,Hele landet,0,0
Potensmidler,2004,5,M,Helseregion Midt-Norge,0,0
Potensmidler,2004,5,M,Helseregion Nord-Norge,0,0
Potensmidler,2004,5,M,Helseregion Sør-Øst,0,0
Potensmidler,2004,5,M,Helseregion Vest,0,0
Potensmidler,2004,10,F,Hele landet,0,0
Potensmidler,2004,10,F,Helseregion Midt-Norge,0,0
Potensmidler,2004,10,F,Helseregion Nord-Norge,0,0
Potensmidler,2004,10,F,Helseregion Sør-Øst,0,0
Potensmidler,2004,10,F,Helseregion Vest,0,0
Potensmidler,2004,10,M,Hele landet,0,0
Potensmidler,2004,10,M,Helseregion Midt-Norge,0,0
Potensmidler,2004,10,M,Helseregion Nord-Norge,0,0
Potensmidler,2004,10,M,Helseregion Sør-Øst,0,0
Potensmidler,2004,10,M,Helseregion Vest,0,0
Potensmidler,2004,15,F,Hele landet,,
Potensmidler,2004,15,F,Helseregion Midt-Norge,0,0
Potensmidler,2004,15,F,Helseregion Nord-Norge,0,0
Potensmidler,2004,15,F,Helseregion Sør-Øst,,
Potensmidler,2004,15,F,Helseregion Vest,0,0
Potensmidler,2004,15,M,Hele landet,0.385,714
Potensmidler,2004,15,M,Helseregion Midt-Norge,0.325,58
Potensmidler,2004,15,M,Helseregion Nord-Norge,0.383,44
Potensmidler,2004,15,M,Helseregion Sør-Øst,0.449,448
Potensmidler,2004,15,M,Helseregion Vest,0.274,164
Potensmidler,2004,20,F,Hele landet,,
Potensmidler,2004,20,F,Helseregion Midt-Norge,0,0
Potensmidler,2004,20,F,Helseregion Nord-Norge,0,0
Potensmidler,2004,20,F,Helseregion Sør-Øst,,
Potensmidler,2004,20,F,Helseregion Vest,0,0
Potensmidler,2004,20,M,Hele landet,2.832,11199
Potensmidler,2004,20,M,Helseregion Midt-Norge,2.457,1076
Potensmidler,2004,20,M,Helseregion Nord-Norge,2.216,1009
Potensmidler,2004,20,M,Helseregion Sør-Øst,2.929,4409
Potensmidler,2004,20,M,Helseregion Vest,3.139,4705
Potensmidler,2004,25,F,Hele landet,0.111,184
Potensmidler,2004,25,F,Helseregion Midt-Norge,,
Potensmidler,2004,25,F,Helseregion Nord-Norge,,
Potensmidler,2004,25,F,Helseregion Sør-Øst,0.110,122
Potensmidler,2004,25,F,Helseregion Vest,,
Potensmidler,2004,25,M,Hele landet,6.103,24943.301
Potensmidler,2004,25,M,Helseregion Midt-Norge,4.979,2666
Potensmidler,2004,25,M,Helseregion Nord-Norge,4.940,1416.500
Potensmidler,2004,25,M,Helseregion Sør-Øst,6.609,15065.800
Potensmidler,2004,25,M,Helseregion Vest,6.026,5795
Potensmidler,2004,30,F,Hele landet,0.137,467.333
Potensmidler,2004,30,F,Helseregion Midt-Norge,,
Potensmidler,2004,30,F,Helseregion Nord-Norge,,
Potensmidler,2004,30,F,Helseregion Sør-Øst,0.124,156
Potensmidler,2004,30,F,Helseregion Vest,0.207,50
Potensmidler,2004,30,M,Hele landet,9.409,53573.500
Potensmidler,2004,30,M,Helseregion Midt-Norge,8.121,5033
Potensmidler,2004,30,M,Helseregion Nord-Norge,8.038,4574
Potensmidler,2004,30,M,Helseregion Sør-Øst,10.182,34402.500
Potensmidler,2004,30,M,Helseregion Vest,8.718,9564
Potensmidler,2004,35,F,Hele landet,0.086,176
Potensmidler,2004,35,F,Helseregion Midt-Norge,,
Potensmidler,2004,35,F,Helseregion Nord-Norge,,
Potensmidler,2004,35,F,Helseregion Sør-Øst,0.091,100
Potensmidler,2004,35,F,Helseregion Vest,,
Potensmidler,2004,35,M,Hele landet,14.031,94844.992
Potensmidler,2004,35,M,Helseregion Midt-Norge,11.718,10415
Potensmidler,2004,35,M,Helseregion Nord-Norge,10.232,5802
Potensmidler,2004,35,M,Helseregion Sør-Øst,16.097,63805.992
Potensmidler,2004,35,M,Helseregion Vest,11.673,14822.004
Potensmidler,2004,40,F,Hele landet,0.205,502.667
Potensmidler,2004,40,F,Helseregion Midt-Norge,,
Potensmidler,2004,40,F,Helseregion Nord-Norge,,
Potensmidler,2004,40,F,Helseregion Sør-Øst,0.273,388
Potensmidler,2004,40,F,Helseregion Vest,0.156,36
Potensmidler,2004,40,M,Hele landet,20.249,136317.328
Potensmidler,2004,40,M,Helseregion Midt-Norge,15.711,15132.333
Potensmidler,2004,40,M,Helseregion Nord-Norge,16.475,11749
Potensmidler,2004,40,M,Helseregion Sør-Øst,23.456,87462
Potensmidler,2004,40,M,Helseregion Vest,16.251,21974
Potensmidler,2004,45,F,Hele landet,0.192,1417.333
Potensmidler,2004,45,F,Helseregion Midt-Norge,,
Potensmidler,2004,45,F,Helseregion Nord-Norge,0.385,935.333
Potensmidler,2004,45,F,Helseregion Sør-Øst,0.182,152
Potensmidler,2004,45,F,Helseregion Vest,0.193,302
Potensmidler,2004,45,M,Hele landet,30.594,201381.500
Potensmidler,2004,45,M,Helseregion Midt-Norge,24.207,21493.199
Potensmidler,2004,45,M,Helseregion Nord-Norge,24.972,16512
Potensmidler,2004,45,M,Helseregion Sør-Øst,34.907,129574.969
Potensmidler,2004,45,M,Helseregion Vest,25.985,33801.332
Potensmidler,2004,50,F,Hele landet,0.190,496
Potensmidler,2004,50,F,Helseregion Midt-Norge,,
Potensmidler,2004,50,F,Helseregion Nord-Norge,,
Potensmidler,2004,50,F,Helseregion Sør-Øst,0.255,378
Potensmidler,2004,50,F,Helseregion Vest,,
Potensmidler,2004,50,M,Hele landet,44.724,278806.312
Potensmidler,2004,50,M,Helseregion Midt-Norge,38.202,32057.992
Potensmidler,2004,50,M,Helseregion Nord-Norge,39.305,23634.600
Potensmidler,2004,50,M,Helseregion Sør-Øst,50.059,177811.406
Potensmidler,2004,50,M,Helseregion Vest,37.851,45302.332
